vibration,temperature
9.9427315456084,45.05126007876522
10.01756494276001,45.71981150599288
10.250668101412842,45.05932720325316
10.126886805121586,45.29204179392831
9.966071601210807,45.28579150457539
10.108367249861482,45.127968091482366
10.15805886858196,44.97212347658502
10.220908918004342,45.10154406716638
10.289559918589068,44.36578529960932
10.283133185601647,44.052390039431046
10.045294566558352,45.63424109046591
10.577067002385652,45.72758862279343
10.452945415251296,45.74850149898867
10.848400908542851,44.99031304954337
10.662812197392396,45.113150038479866
10.824548180808247,44.15931268456685
10.661064184096546,44.680482276176036
10.697168498638268,44.79827478951796
10.367600854560937,45.788758483092856
10.394170771741715,44.67499548073058
10.599541623334835,44.52180199320677
10.87630703373496,44.85589099511132
10.355248808479699,44.94071678737293
10.932393122185177,45.081612458360055
10.560569857034967,45.2432816086369
10.999198812607592,43.478410163572725
11.252752699637997,45.17627721753197
10.616243398059977,44.34030920928267
10.873354977054538,44.23106875589672
10.990605896004405,45.98030273738113
10.851402152472144,44.43597637033364
11.079834681314559,44.20515842544189
10.860092747664577,45.140857239856224
10.6796802513546,44.7115612949393
10.70866931608189,46.53569699268563
10.865645567098303,45.25320577294874
11.16766947159128,44.30357526593973
10.85552331099669,44.32694219212537
10.950253278086606,44.62821192927993
10.999458929553564,44.123175750791205
11.249912742072786,44.4978892444845
11.377693695156918,45.11299586446277
11.287628348654275,45.21351644874786
10.86676058468613,44.41447403784529
11.159620118522877,44.8352563671949
11.167209913018672,45.60334586567325
11.23382777517215,44.661572405215296
11.092587275660563,44.42294728445587
11.7421148327176,45.3464267761175
11.555390297190906,45.438307329220834
11.635148776046336,44.98300352604642
11.651696595341171,46.26177618470364
11.640698525176111,44.92821353114979
11.273845755004878,44.97597352174946
11.499658640579273,45.15121375014298
11.989402497108093,44.37428870224888
11.28118268772779,44.555780918562036
11.529463431504194,45.35152057648518
11.683727520985686,45.12366471533031
11.717585020219616,45.23207257034427
11.81982154314066,45.2560390551171
12.19709454266064,45.230126534901956
11.617871012303526,45.339928292557566
11.630720737374585,44.95159559600398
11.678007398125606,44.78594039800741
11.987374913105809,45.74995959076645
11.57209567374829,44.866656634317295
11.877269942612743,44.96015082879741
11.520403472689875,45.313370791899715
11.795809777076677,45.11918326236451
11.662820525561044,44.62330104423658
11.816012553640586,44.86060454836485
11.907793873380609,44.4923445684969
11.928643475866142,45.388902013774995
11.700430022584964,45.049850946602795
11.632266505873794,45.593145948429296
12.176395512042856,44.3363477976807
11.991602554271648,44.47234516129602
11.940260768487926,44.12874349402513
12.142833833500251,44.55614230263595
11.892359822528324,45.0412574510585
11.6915168388529,45.66869976383447
11.835083900658134,45.450900479221396
12.006814349213004,44.68174835635015
12.090821261921228,43.95810114104988
11.456895321943088,44.761016350893115
11.750749240130874,45.34430977692702
11.989428638727247,44.37298947779327
11.809437971009585,45.03949231925007
11.969076149808208,45.24850845179994
11.925821822915838,45.11309777851256
11.822813626184743,45.407781232227016
12.02106243789697,44.455343683372284
12.004580662267157,45.60095922531418
12.045526797594508,44.12813635593771
11.862845808974475,43.457943856908074
12.285542300472713,45.09715590619305
12.143083365630751,45.07599403829257
12.05712319423032,45.343510568922454
12.17207116839074,45.37144591526566
11.877482164107905,44.62029035817088
11.814937313925322,45.323098151728296
12.018844259491576,44.780512114107104
12.125068423235815,44.78501513251165
11.929938004222246,44.73897830256212
11.74913203116751,44.46345679383405
12.1729551779486,44.686295574226314
11.817649085089524,45.9015854331317
11.742454641352255,45.05139425308324
11.743226680446641,45.42292339322961
11.639848742577218,44.30365186979186
11.889840955687744,45.4191285240486
11.904463097141035,44.97599739845738
12.002939135053209,45.00616383578637
11.877951601057877,44.47233268628639
11.753101777582096,43.763775652960675
11.987639284601817,44.32116974032435
11.978535955384139,45.0134092975989
11.903319394222446,45.0406747111831
11.748278823933186,44.97033384986843
11.722023853771695,44.12991741916216
12.202199324223212,45.31412806983706
12.09690024948896,45.172124684949964
12.130394622384125,45.11129510441206
11.760637710139072,45.296422092855316
11.934309637651307,45.47230056934388
11.808190576971658,45.53324556506975
11.540796029611666,44.88098924554866
11.921584260760893,45.21742392436059
11.718940542931728,45.05593938186606
11.853377122026945,44.790287520724
11.443131375505219,44.575277911997084
11.65655583660287,45.025915041154256
11.321080092681962,44.38576466366553
11.727638624145346,45.24747822214225
11.373454128028222,44.76386335529038
11.503807830957431,45.17643734845101
12.061547046675297,45.89362277473854
11.387811597644294,44.520300260142
11.497213015886459,45.08238834517067
11.438033049392567,45.14707292996011
11.456711130074147,44.24515895858155
11.4387009027496,44.612837663123706
11.440095600793331,44.89713984805094
11.32249425677616,45.01676515842832
11.178936927201164,45.19742409253338
11.742736440168754,45.722571400664904
11.095145230726265,44.77262153847369
11.276275691979645,44.285679436740146
11.409115567930021,45.82883985168674
11.085336607867369,45.599390732294474
11.361075823104711,44.79236290987906
11.492606663076721,45.463037297187775
11.294667508189374,45.60954712221876
10.87299371034841,44.65483053586488
11.289168037819678,44.017705695512184
10.773065794930398,46.18187481618576
11.046314819312414,45.274444092959676
11.105189276753576,44.39402824361738
11.129056890183175,44.61612155252373
11.262391702347257,44.872609651160374
10.792590654836435,45.068104711906535
10.69639948236747,44.90369043141878
11.170195324388846,45.158410521491106
10.710441094668475,45.08551672419119
10.889064784678448,45.143959649465444
10.878253054405914,45.46743413837583
10.55706609139747,44.22830065651683
10.934665704679386,44.58249594196411
10.762511373745124,45.10370189495126
10.68233450145358,44.87970310018824
10.688061356720699,44.47321971778583
